epoch,train_lossGenerator,train_lossDiscriminator,val_lossGenerator,val_lossDiscriminator,val_PSNR,val_SSIM,epoch_time_sec
1,8.00568004091743,0.6868152908815001,8.01667947660468,0.5981627893171366,23.073066636672664,0.918657674715057,131.66544580459595
2,8.47510504112878,0.601021112844184,8.690712638722255,0.6244959016009298,23.041788517296542,0.9103150073110378,123.89636468887329
3,8.734744202659632,0.6186025567053015,8.407636441461708,0.6616777718675015,23.601767146570687,0.9063438288904719,123.15628218650818
4,8.766600514004075,0.6335637844818112,9.36156596805639,0.6324035974055189,22.254349130173964,0.8878036892621476,121.12772703170776
5,8.74145404820479,0.6405456115211308,8.642913604779045,0.6690924998594031,22.218759373125376,0.8867224601954609,121.17029213905334
6,8.695598417408506,0.6463088055957121,8.842865801839633,0.6602831777394521,22.230671053289342,0.8786481961420216,122.60367751121521
7,8.630336596582888,0.6535328269378714,8.960526644671067,0.5403719060875325,21.93059825534893,0.8813684528719257,122.60006642341614
8,8.542946393094761,0.6534358699603506,8.903651300989802,0.6294666847880424,21.28136403969206,0.8245364598955209,124.1144552230835
9,8.505182310820294,0.6553372306339665,8.442642721455709,0.6493079313824736,22.79352098330334,0.8968727738827235,123.13839340209961
10,8.395704937989805,0.6557768393821807,8.240631561187762,0.6963453012522496,22.137733390821836,0.8848696081096281,122.20084834098816
11,8.320997869588375,0.6552402736564458,8.327599323885224,0.6737857506623676,22.030548577784444,0.8944817481816136,124.58001971244812
12,8.26092522846974,0.6568528108541091,8.204168541291741,0.7111548881629924,21.373431563687262,0.8786439977629474,123.67433619499207
13,8.195050491600936,0.6566417907293278,8.169878524295141,0.6930550901538443,21.453656143771244,0.875270356085033,123.17599725723267
14,8.136061021075857,0.6566082388597225,7.841069286142772,0.701683393789992,21.492062524995,0.8851175077484503,121.65172386169434
15,8.062790078368714,0.6586630927320838,7.744648726504699,0.6825952192374025,21.738068011397722,0.8905184783355828,121.21888971328735
16,7.9955827774818875,0.6583709008597732,7.990210551639672,0.6908039290579384,21.529131673665265,0.8812531439024696,124.66951608657837
17,7.939402681613364,0.6558039846940069,7.53809550589882,0.7423798443436312,21.664409305638873,0.8876242329659069,124.26026320457458
18,7.862146199497832,0.6594989834047698,8.115118382573485,0.6652265738258598,21.734250024995,0.8892421710970306,121.80442523956299
19,7.80935616339919,0.6573740536787643,8.007393833733254,0.6468858572035593,21.771216069286144,0.8857577117389022,123.89999389648438
20,7.770605603320737,0.6530637612332716,8.058880411417716,0.5876381852535743,21.154809663067386,0.8768334223780244,124.00063800811768
21,7.704386365365594,0.656964232121873,7.896548815236953,0.6391641593556289,22.013028644271145,0.8810834512784943,123.07496762275696
22,7.691374580469536,0.6599771635936325,7.863560100479904,0.6719641423277845,21.90141971605679,0.8850427180188962,122.7745463848114
23,7.601724513260121,0.6532217456271611,7.686171359478104,0.6780753224355129,21.00559575584883,0.8711537965844331,124.18745350837708
24,7.5762002586928405,0.6562985445357478,7.799907206058788,0.6316364656756148,21.726678101879624,0.8835387219431113,123.117591381073
25,7.504128200901198,0.6496547459780027,7.703339800789842,0.629685146954984,21.27854429114177,0.884555608409568,122.37561273574829
26,7.497010449161785,0.6499213776661847,7.689585520395921,0.6153531012547491,20.733053389322137,0.8802443612839932,123.97919583320618
27,7.43516616365281,0.6643041659269404,7.417474317636473,0.6239468903094381,21.92591325484903,0.8872465741226755,124.40430808067322
28,7.371701877636596,0.646078565797594,7.3284850842331535,0.6309473945054739,21.87738702259548,0.8815311156518696,123.87463736534119
29,7.360017372999569,0.6529651530810655,7.0809220968306334,0.721383262410018,21.56559625574885,0.8814423638709759,122.8164632320404
30,7.32878877222349,0.6543411099698192,7.627896295740852,0.5948067222493001,21.341778519296142,0.8850110837207559,123.74054980278015
31,7.26287546391404,0.6613198988477178,7.185705827584483,0.6927758003086882,21.885635372925414,0.8929686718906219,123.17414140701294
32,7.218516193664562,0.6558115800975594,7.27054198535293,0.6772653281843631,21.278916091781642,0.8905678825172465,122.34432315826416
33,7.195793916491246,0.6610665426040055,7.305063206108779,0.5997933225854829,22.01976479704059,0.8869902777257048,122.53642249107361
34,7.144867462189421,0.6466439940568279,7.083792616476704,0.6511567803626774,21.41160830333933,0.8694461303051889,122.80964541435242
35,7.152333942022369,0.6499318130901959,7.592401832133573,0.636268449435113,21.085890634373126,0.8705905303314337,122.90655732154846
36,7.096369423520759,0.6708488279565802,6.730761660167967,0.757071144364877,21.836751399720058,0.8774067452134573,123.62351489067078
37,7.038365902423766,0.6464335683549334,7.1299544778544295,0.6322929749987503,22.06136116526695,0.8861663214232154,123.9893045425415
38,7.058518687598807,0.650712752669355,7.034329852779444,0.6081588369826035,21.684909893021395,0.8844298523107879,121.31606984138489
39,7.0344892084506325,0.6525529538326275,7.155528269346131,0.6608342394021196,21.848197547990402,0.89226412529994,123.92964124679565
40,6.995469176663539,0.6465078051687844,7.162956471205759,0.651294496959983,21.543856853629276,0.874979886835133,123.73235654830933
41,6.975351264297852,0.6558926857981012,6.931110652869426,0.6507434841156768,21.295409668066387,0.8878374715681864,124.53619527816772
42,6.911909170069407,0.6649222336351417,7.13615323810238,0.6097339125924816,21.190221330733852,0.8878830679176665,123.71635508537292
43,6.909406781810342,0.6475760491431857,6.914939668316337,0.6382584811162767,21.803153431813637,0.8849709550277445,123.06950187683105
44,6.888740943637086,0.64919340777093,7.0978835482903415,0.6319947924477605,20.756195635872825,0.87349434409993,122.16757726669312
45,6.869040976607742,0.6630886371706105,7.2291041791641675,0.626608125640497,21.208623900219955,0.886698929745301,123.70345711708069
46,6.8593267856991895,0.6399890335582101,7.072654219156169,0.6167847485190462,21.763331708658267,0.8784142585545391,122.09955739974976
47,6.950666070658652,0.6563960959361553,7.156927208308338,0.7205069728241852,20.97066524195161,0.8770768307276045,123.37945652008057
48,6.890899887561608,0.6363739517022158,7.3504424115176965,0.6916534661817636,21.907134198160367,0.8861345894883523,123.5346155166626
49,6.8547938488591305,0.6503319257399376,7.127123793991202,0.6120424352629474,21.76182575984803,0.8779253914842031,124.56133985519409
50,6.936499256046734,0.6404218394667208,6.897711082783443,0.6116078053920466,21.611933863227353,0.8837646533193362,123.59402585029602
51,6.984511188888043,0.631772193901274,7.0427680088982205,0.601280818055139,20.702696960607877,0.8668098411567686,122.77165985107422
52,7.162862360191737,0.6355440052583969,7.402583545790842,0.6115863741314237,21.62051652169566,0.8912684260022995,124.45337128639221
53,7.384609044104593,0.5991678343774041,8.028384948010398,0.5790831579777794,21.65124475104979,0.885994968974955,122.74067282676697
54,7.734088488168607,0.5793742127199101,7.514003449310138,0.5944595748818986,21.362932101079785,0.8709485641934113,123.13614177703857
55,7.685236966023316,0.5820719679677395,7.885772845430914,0.5068724536342731,20.925194648570287,0.8779786034980503,124.4466233253479
56,8.135184973834825,0.5630797604555023,8.816573404069187,0.48633329974630074,21.992703021895622,0.8833277289854529,124.17964744567871
57,8.441637183291485,0.5387948776070067,9.426581090031993,0.4618790109165667,21.82999650069986,0.8780758496738152,122.23532676696777
58,8.052227844141791,0.578820144542511,8.277304695310939,0.553481393565037,20.91029294141172,0.8519790182588483,122.869713306427
59,8.618347747427865,0.49874362118195575,8.822545647120576,0.4929928076884623,22.552911292741452,0.8920442474005199,122.95176911354065
60,8.516099085275643,0.5380865236670133,8.020773970205958,0.6332758838857229,22.04402400769846,0.8896372092768946,123.09613180160522
61,8.150793726275921,0.5816144604859368,8.585362614977004,0.6378026152581984,21.108190861827634,0.8625960354804039,123.9104950428009
62,8.076914094532789,0.583267550533871,8.02094424865027,0.5838168792022845,21.129542841431714,0.8801017140321936,122.37906432151794
63,7.569580237050563,0.628419120444343,7.589424302639472,0.7907599632417267,21.726535942811438,0.8886371163267347,124.3976821899414
64,7.338455937677006,0.6411489507511392,7.157109203159368,0.6201165040429414,21.193611277744452,0.8686270558388323,125.01216864585876
65,7.174438019393509,0.623493005888221,7.21309800539892,0.5797707157787193,21.799730678864226,0.8853558389884523,123.0179796218872
66,7.087301964712944,0.6516852945589964,7.011413342331534,0.7154544677002099,21.720249700059988,0.883326264434613,124.37238645553589
67,6.978480834749381,0.6331568029453786,7.028170147220556,0.625206306394971,21.593514109678065,0.8861710079859029,123.19921398162842
68,6.911540363691699,0.6360056737004066,7.355607784693062,0.553670418260098,21.66278306838632,0.8908331614927014,122.93634271621704
69,6.887571119396045,0.6293101603515179,6.854624387622476,0.6303058236009048,21.59812568736253,0.8866580199585083,123.6284008026123
70,6.870444871372171,0.6353268427637864,7.4937450009998,0.5796987575141221,21.387631848630274,0.8852767532431014,123.78219699859619
71,6.804187061976379,0.6303516552960173,6.76064474605079,0.626420614314637,21.684816161767646,0.8862333978516796,124.8856372833252
72,6.788416626510099,0.6376968728600776,6.721558813237353,0.6613450259166916,21.807989964507097,0.890822226179764,122.41219639778137
73,6.803224361087863,0.6189807417552224,7.771212944911018,0.6287941630423916,23.085835957808438,0.8891700175589882,124.1226646900177
74,6.658190988866063,0.6500205141942902,6.682305726354729,0.6147181696473205,21.899745050989804,0.8918915435662867,123.18011021614075
75,6.628190862055847,0.6218606545943342,6.553347143071385,0.640604301014797,21.60399795040992,0.881650037180064,123.85086989402771
76,6.6147341846525824,0.6403316192819161,6.573199422615477,0.6194089307138573,21.656534318136373,0.8779462857428514,124.15780234336853
77,6.615325437283894,0.629578707402335,6.457325722355529,0.6471541629174166,22.04335695360928,0.8920126131023796,124.61337947845459
78,6.571467067386949,0.6363406640205601,6.711453021895621,0.6855311554876524,21.87141321735653,0.8893970229391621,124.66569972038269
79,6.542269015191864,0.630171082832433,6.429485196710658,0.6197936194011198,21.828862352529494,0.8886890590631874,122.99167203903198
80,6.489228528916956,0.651739915417586,6.290819961007799,0.6866210254042941,21.642868301339732,0.8867423780868826,123.63169550895691
81,6.494576749769628,0.6391983850719014,6.351280525144971,0.6299029744832284,21.421701597180565,0.886238963144871,123.30800652503967
82,6.525059283775901,0.6354664660951753,6.1403605997550486,0.6661708673890222,21.581514947010596,0.8841343059513097,124.60691785812378
83,6.475953612823049,0.6658377769746464,6.520920425289942,0.6279979355691362,21.641452959408117,0.8911892426202259,123.18683552742004
84,6.6297104711422215,0.6082068929806319,6.660387453759248,0.5631920002718206,21.657527869426115,0.890171575059988,122.8235216140747
85,6.650650008031314,0.636679551112971,6.649812225054989,0.6689778255286443,20.717690836832634,0.8744694420490902,123.99336266517639
86,6.507505051273597,0.6410193005148495,6.334999406368726,0.6475965549077685,21.08863852229554,0.8821036573935213,124.66045951843262
87,6.4909214452983,0.6174026150380008,6.32349623825235,0.6122143735315437,21.788115814337132,0.893109464044691,124.71103119850159
88,6.44089851378427,0.6358411506547634,6.4285197647970405,0.6812987011972605,21.373081633673266,0.879315445504649,123.88485884666443
89,6.451731276471633,0.6635267268381141,6.469103054389122,0.6411212874612577,21.427914417116575,0.8842452212682463,124.32831311225891
90,6.505671586903041,0.6240277883452957,6.115838551039792,0.6305704679376625,21.585537579984003,0.891508612340032,125.06318402290344
91,6.437204637872294,0.6187750714364216,6.647618913717256,0.5235430452971905,20.857683150869825,0.8758117517121575,123.44938111305237
92,6.549007921411482,0.6315951879750099,6.219245213457309,0.6688686676727155,21.645902069586082,0.8950293925589882,125.29581189155579
93,6.538308309450743,0.6339714264881179,6.217025344931014,0.6381649451359728,21.53467119076185,0.8890625195273445,122.72996807098389
94,6.5235592245978005,0.6059357352244964,6.81856050664867,0.6938184140515646,21.727193623775246,0.8806092297165566,124.04796195030212
95,6.410064081429066,0.6360933840996897,6.463535417916416,0.5922730004780294,21.59402025844831,0.8896415052926915,125.13389539718628
96,6.345230245081877,0.6344844134393467,6.330758067136573,0.650242119544841,21.082675652369527,0.8752429201659668,123.56314897537231
97,6.324971256351079,0.6428868451309104,6.378851182888423,0.6311800139972006,21.085514147170567,0.8832439566774145,125.22285437583923
98,6.261518594604648,0.6456270025446583,6.353148901469706,0.6480413878161868,21.187300039992003,0.8833075181838632,124.71487522125244
99,6.2346179208197015,0.6491615070760101,6.341561375224955,0.6283400058269596,21.42081427464507,0.883405350179964,124.77427458763123
100,6.232910209913177,0.6317307163931793,6.516137397520496,0.6518632796878124,20.946916866626676,0.8782942630223955,121.97538685798645
